,Season,Wteam,Lteam,win_seed,loss_seed,seed_diff,diff_WinLossPct,diff_AvgPts,diff_PtDiff,diff_AvgRebounds,diff_AvgAssists,diff_AvgTurnovers,diff_AvgFouls,diff_FGPct,diff_FTPct,diff_ThPct,diff_AvgStealsPlusBlocks,diff_AvgPtsAgainst,diff_OppFGPct,diff_OppThPct,Result
361,2008,1272,1426,1,16,-15,0.36,7,577,4,3,-5,-3,0.0,-0.08000000000000007,0.0,6,-9,-0.020000000000000018,-0.020000000000000018,1
362,2008,1272,1280,1,8,-7,0.28,6,391,1,3,-3,1,0.009999999999999953,-0.040000000000000036,0.019999999999999962,1,-5,0.010000000000000009,-0.020000000000000018,1
363,2008,1272,1277,1,5,-4,0.20999999999999996,8,341,5,-1,-1,-1,-0.010000000000000009,-0.13,-0.020000000000000018,4,-2,-0.020000000000000018,-0.020000000000000018,1
364,2008,1272,1400,1,2,-1,0.15000000000000002,5,320,3,4,3,1,0.019999999999999962,-0.08999999999999997,-0.030000000000000027,3,-4,-0.020000000000000018,-0.030000000000000027,1
365,2008,1272,1417,1,1,0,0.05999999999999994,5,173,5,2,0,3,-0.010000000000000009,-0.14,0.009999999999999953,3,1,-0.04999999999999999,-0.040000000000000036,1
366,2008,1274,1388,7,10,-3,-0.12,-2,-194,0,-2,0,1,-0.030000000000000027,0.08999999999999997,0.020000000000000018,-2,5,0.0,0.04999999999999999,1
367,2008,1280,1332,8,9,-1,0.10999999999999999,-3,121,6,-1,3,-2,-0.019999999999999962,-0.04999999999999993,-0.07,6,-7,-0.07,-0.020000000000000018,1
368,2008,1314,1291,1,16,-15,0.3799999999999999,19,461,8,4,0,-3,0.02999999999999997,0.050000000000000044,0.010000000000000009,2,6,0.0,0.010000000000000009,1
369,2008,1314,1116,1,9,-8,0.2699999999999999,15,325,7,2,-1,-2,0.010000000000000009,0.07999999999999996,0.03999999999999998,0,5,0.0,0.0,1
370,2008,1314,1450,1,4,-3,0.18999999999999995,21,223,14,3,4,1,0.0,0.020000000000000018,0.0,3,15,0.0,-0.010000000000000009,1
371,2008,1314,1257,1,3,-2,0.18999999999999995,17,204,6,2,1,-2,0.02999999999999997,0.09999999999999998,0.03999999999999998,-1,11,0.03999999999999998,0.020000000000000018,1
372,2008,1328,1386,6,11,-5,0.030000000000000027,-5,-34,4,-2,0,-1,-0.03999999999999998,-0.04999999999999993,-0.030000000000000027,-1,-4,-0.020000000000000018,-0.04999999999999999,1
373,2008,1360,1163,13,4,9,-0.14,-12,-225,-7,-1,1,2,-0.010000000000000009,-0.04999999999999993,-0.019999999999999962,-5,-5,0.06,-0.009999999999999953,1
374,2008,1373,1435,13,4,9,-0.10000000000000009,-4,-21,0,-4,-3,-3,-0.019999999999999962,-0.05999999999999994,-0.020000000000000018,4,-3,0.010000000000000009,0.020000000000000018,1
375,2008,1397,1110,2,15,-13,0.21999999999999997,17,263,7,6,-1,3,0.020000000000000018,-0.08999999999999997,-0.04999999999999999,5,9,0.030000000000000027,-0.03999999999999998,1
376,2008,1397,1139,2,7,-5,-0.030000000000000027,14,30,9,4,2,4,0.010000000000000009,-0.08999999999999997,-0.020000000000000018,4,13,0.010000000000000009,-0.010000000000000009,1
377,2008,1400,1122,2,15,-13,0.10999999999999999,0,195,5,-2,-3,-1,0.0,-0.020000000000000018,-0.010000000000000009,0,-6,-0.06999999999999995,-0.03999999999999998,1
378,2008,1400,1274,2,7,-5,0.1399999999999999,1,149,0,0,-4,-2,0.020000000000000018,-0.06000000000000005,0.0,1,-4,-0.009999999999999953,-0.019999999999999962,1
379,2008,1400,1390,2,3,-1,0.029999999999999916,4,-4,0,-2,-3,-1,0.0,-0.010000000000000009,0.020000000000000018,2,4,0.010000000000000009,-0.010000000000000009,1
380,2008,1437,1155,12,5,7,-0.08999999999999997,-7,-197,-2,-2,0,1,-0.030000000000000027,0.09999999999999998,-0.03999999999999998,-4,0,0.0,0.07,1
381,2008,1437,1373,12,13,-1,-0.05999999999999994,-4,-71,1,-1,3,5,-0.020000000000000018,0.039999999999999925,-0.03999999999999998,-2,-2,-0.010000000000000009,0.0,1
382,2008,1443,1179,12,5,7,-0.05999999999999994,4,19,2,-2,2,7,0.02999999999999997,-0.050000000000000044,0.020000000000000018,2,4,-0.010000000000000009,-0.020000000000000018,1
383,2008,1443,1360,12,13,-1,0.20000000000000007,11,290,2,-1,-1,4,0.019999999999999962,0.039999999999999925,0.04999999999999999,2,2,-0.020000000000000018,-0.020000000000000018,1
384,2009,1287,1106,16,16,0,-0.15999999999999992,0,-150,2,-2,2,2,-0.02999999999999997,0.08999999999999997,0.0,0,5,0.02999999999999997,0.07,1
385,2009,1163,1151,1,16,-15,0.37,2,461,3,2,-3,-6,0.02999999999999997,0.030000000000000027,0.0,5,-13,-0.06,-0.06,1
386,2009,1163,1401,1,9,-8,0.15000000000000002,6,242,5,3,0,-5,0.019999999999999962,-0.019999999999999907,-0.020000000000000018,5,-3,-0.04999999999999999,-0.04999999999999999,1
387,2009,1163,1345,1,5,-4,0.13,8,66,7,0,1,-5,0.019999999999999962,-0.019999999999999907,0.0,1,4,-0.010000000000000009,-0.020000000000000018,1
388,2009,1163,1281,1,3,-2,0.050000000000000044,-4,-84,4,-3,0,-7,0.0,0.010000000000000009,-0.010000000000000009,-1,-3,-0.03999999999999998,0.0,1
389,2009,1181,1127,2,15,-13,0.08999999999999997,9,333,1,1,-1,-2,0.010000000000000009,0.030000000000000027,0.019999999999999962,1,-1,0.020000000000000018,0.020000000000000018,1
390,2009,1181,1400,2,7,-5,0.1499999999999999,6,195,-1,1,0,-1,0.010000000000000009,0.04999999999999993,0.02999999999999997,1,0,0.020000000000000018,0.0,1
391,2009,1211,1103,4,13,-9,0.17999999999999994,12,316,4,3,-2,-4,0.07,-0.010000000000000009,0.07,3,1,-0.030000000000000027,0.050000000000000044,1
392,2009,1211,1443,4,12,-8,0.08999999999999997,6,357,1,2,-2,-1,0.03999999999999998,0.010000000000000009,0.030000000000000027,4,-5,-0.07,-0.009999999999999953,1
393,2009,1261,1139,8,9,-1,-0.039999999999999925,7,47,7,3,0,0,0.010000000000000009,0.0,0.020000000000000018,4,7,0.010000000000000009,-0.010000000000000009,1
394,2009,1268,1143,10,7,3,-0.07999999999999996,-4,-115,3,-1,0,0,-0.06,0.010000000000000009,-0.09999999999999998,6,0,-0.020000000000000018,-0.009999999999999953,1
395,2009,1272,1169,2,15,-13,0.36,1,480,2,-1,-5,-4,-0.020000000000000018,0.010000000000000009,-0.03999999999999998,4,-14,-0.06,-0.040000000000000036,1
396,2009,1272,1268,2,10,-8,0.30000000000000004,3,485,1,-1,0,1,0.020000000000000018,-0.07000000000000006,-0.010000000000000009,3,-12,-0.06,-0.050000000000000044,1
397,2009,1276,1155,10,7,3,-0.15000000000000002,-12,-220,-4,1,-3,-2,-0.04999999999999999,0.06999999999999995,-0.04999999999999999,-6,-5,0.010000000000000009,-0.03999999999999998,1
398,2009,1314,1347,1,16,-15,0.25,15,447,2,5,-3,-3,0.010000000000000009,0.08999999999999997,0.020000000000000018,3,0,0.019999999999999962,0.019999999999999962,1
399,2009,1314,1261,1,8,-7,0.07999999999999996,15,201,2,3,1,-2,0.02999999999999997,0.050000000000000044,0.0,0,7,0.019999999999999962,0.03999999999999998,1
400,2009,1314,1211,1,4,-3,0.040000000000000036,11,-5,4,3,2,-1,-0.010000000000000009,0.06000000000000005,-0.030000000000000027,1,11,0.04999999999999999,0.009999999999999953,1
401,2009,1314,1328,1,2,-1,0.030000000000000027,10,148,3,4,0,-2,-0.010000000000000009,0.08999999999999997,0.010000000000000009,2,5,0.019999999999999962,0.009999999999999953,1
402,2009,1314,1437,1,3,-2,0.07999999999999996,13,197,5,4,0,-3,0.019999999999999962,0.030000000000000027,0.0,2,5,0.019999999999999962,0.009999999999999953,1
403,2009,1314,1277,1,2,-1,0.05999999999999994,18,224,3,3,-1,-4,0.02999999999999997,0.08000000000000007,0.020000000000000018,4,10,0.010000000000000009,0.02999999999999997,1
404,2009,1328,1288,2,15,-13,0.16999999999999993,13,187,-1,3,0,-2,0.06,0.030000000000000027,0.019999999999999962,2,6,0.0,0.040000000000000036,1
405,2009,1328,1276,2,10,-8,0.25,13,251,5,-1,2,2,0.07,-0.06999999999999995,0.02999999999999997,2,4,-0.03999999999999998,0.020000000000000018,1
406,2009,1328,1393,2,3,-1,0.09999999999999998,-1,90,-1,-4,-2,2,0.0,0.040000000000000036,0.010000000000000009,-1,-5,-0.009999999999999953,0.040000000000000036,1
407,2009,1345,1320,5,12,-7,0.040000000000000036,2,211,1,3,0,-1,-0.010000000000000009,-0.050000000000000044,0.0,6,-4,-0.02999999999999997,-0.019999999999999962,1
408,2009,1345,1449,5,4,1,-0.020000000000000018,-9,40,-6,2,-3,-2,-0.010000000000000009,0.0,0.009999999999999953,2,-10,-0.02999999999999997,0.0,1
409,2009,1400,1278,7,10,-3,-0.010000000000000009,6,81,4,-2,-2,2,0.0,-0.04999999999999993,-0.010000000000000009,-3,4,0.009999999999999953,-0.009999999999999953,1
410,2009,1401,1140,9,8,1,-0.050000000000000044,-6,-214,0,-4,1,-1,-0.03999999999999998,-0.030000000000000027,-0.010000000000000009,-2,2,0.02999999999999997,0.06,1
411,2009,1417,1433,6,11,-5,0.030000000000000027,4,135,0,2,0,-3,0.02999999999999997,0.020000000000000018,0.030000000000000027,-1,0,0.04999999999999999,0.02999999999999997,1
412,2009,1437,1110,3,14,-11,0.020000000000000018,12,128,4,1,0,1,-0.009999999999999953,0.08999999999999997,-0.010000000000000009,4,9,0.010000000000000009,0.010000000000000009,1
413,2009,1437,1417,3,6,-3,0.030000000000000027,0,-105,3,-1,1,2,-0.02999999999999997,0.020000000000000018,-0.030000000000000027,0,4,-0.04999999999999999,-0.019999999999999962,1
414,2009,1437,1181,3,2,1,-0.029999999999999916,-2,-107,0,1,1,0,0.010000000000000009,0.020000000000000018,0.020000000000000018,-1,2,-0.02999999999999997,0.0,1
415,2009,1437,1338,3,1,2,-0.07999999999999996,-1,-105,-2,-3,1,2,-0.019999999999999962,0.06999999999999995,0.010000000000000009,1,3,-0.009999999999999953,0.0,1
416,2009,1443,1228,12,5,7,0.010000000000000009,8,-104,4,-4,1,2,-0.010000000000000009,-0.010000000000000009,0.020000000000000018,-1,10,0.04999999999999999,0.06,1
417,2009,1449,1280,4,13,-9,0.10999999999999999,4,138,2,1,0,3,0.030000000000000027,0.0,-0.019999999999999962,-4,0,0.02999999999999997,-0.010000000000000009,1
418,2009,1112,1428,12,5,7,-0.16000000000000003,2,-120,-1,1,-1,-3,-0.010000000000000009,-0.06000000000000005,0.020000000000000018,0,5,0.03999999999999998,0.010000000000000009,1
419,2009,1112,1156,12,13,-1,-0.09999999999999998,8,-44,-2,1,0,-3,0.03999999999999998,0.030000000000000027,0.09000000000000002,-2,9,0.030000000000000027,0.02999999999999997,1
420,2009,1113,1396,6,11,-5,0.05999999999999994,1,129,-7,0,-1,-2,0.02999999999999997,0.040000000000000036,0.0,-1,-3,0.009999999999999953,-0.030000000000000027,1
421,2009,1156,1448,13,4,9,-0.1100000000000001,-17,-168,-6,0,-3,0,-0.06,-0.010000000000000009,-0.010000000000000009,-2,-11,0.009999999999999953,0.030000000000000027,1
422,2009,1173,1452,11,6,5,0.10999999999999999,-5,-168,-1,-1,1,1,0.0,-0.04999999999999993,0.0,-2,0,-0.019999999999999962,0.020000000000000018,1
423,2009,1242,1295,3,14,-11,-0.020000000000000018,-2,58,3,2,3,3,0.0,-0.010000000000000009,-0.020000000000000018,1,-4,-0.06,-0.02999999999999997,1
424,2009,1242,1173,3,11,-8,-0.010000000000000009,10,164,1,2,1,0,0.04999999999999999,0.07999999999999996,0.04999999999999999,2,4,-0.010000000000000009,0.010000000000000009,1
425,2009,1257,1287,1,16,-15,0.31999999999999995,4,386,1,4,-2,-2,0.010000000000000009,-0.07999999999999996,0.02999999999999997,5,-7,-0.02999999999999997,-0.07,1
426,2009,1257,1373,1,9,-8,0.05999999999999994,-4,155,2,1,0,3,-0.019999999999999962,-0.020000000000000018,0.019999999999999962,2,-9,-0.04999999999999999,-0.040000000000000036,1
427,2009,1257,1112,1,12,-11,0.26,1,287,6,2,1,2,-0.019999999999999962,-0.08999999999999997,-0.040000000000000036,6,-7,-0.04999999999999999,-0.06,1
428,2009,1266,1429,6,11,-5,-0.15000000000000002,6,-35,3,-1,0,2,-0.03999999999999998,-0.030000000000000027,-0.050000000000000044,4,7,0.030000000000000027,-0.020000000000000018,1
429,2009,1277,1352,2,15,-13,0.10000000000000009,1,94,5,0,-1,0,-0.02999999999999997,-0.020000000000000018,-0.050000000000000044,-2,-3,-0.020000000000000018,-0.04999999999999999,1
430,2009,1277,1425,2,10,-8,0.17000000000000004,3,127,4,3,0,3,-0.019999999999999962,0.019999999999999907,0.019999999999999962,-1,-1,0.0,-0.020000000000000018,1
431,2009,1277,1242,2,3,-1,0.030000000000000027,-6,-74,0,-1,0,0,-0.02999999999999997,-0.040000000000000036,-0.030000000000000027,-2,-3,0.019999999999999962,-0.010000000000000009,1
432,2009,1277,1257,2,1,1,-0.039999999999999925,-2,-119,0,-1,1,2,0.0,0.04999999999999993,-0.010000000000000009,-6,1,0.019999999999999962,0.020000000000000018,1
433,2009,1277,1163,2,1,1,-0.05999999999999994,-6,-126,-3,0,2,7,-0.019999999999999962,0.009999999999999898,0.0,-4,-1,0.02999999999999997,0.010000000000000009,1
434,2009,1281,1165,3,14,-11,0.13,8,259,1,3,-1,1,0.0,-0.06999999999999995,-0.04999999999999999,4,2,0.0,0.0,1
435,2009,1281,1266,3,6,-3,0.08999999999999997,3,188,1,3,1,2,0.009999999999999953,-0.04999999999999993,0.010000000000000009,3,-3,-0.030000000000000027,-0.03999999999999998,1
436,2009,1281,1272,3,2,1,-0.09000000000000008,7,-86,-1,5,0,2,0.02999999999999997,-0.029999999999999916,0.03999999999999998,-1,10,0.06,0.020000000000000018,1
437,2009,1329,1397,8,9,-1,0.030000000000000027,3,26,-4,-4,-1,2,0.0,0.06999999999999995,0.07,0,2,0.0,0.0,1
438,2009,1338,1190,1,16,-15,0.18000000000000005,-1,166,1,5,-2,-2,0.019999999999999962,-0.039999999999999925,0.019999999999999962,-2,-6,0.0,0.010000000000000009,1
439,2009,1338,1329,1,8,-7,0.19999999999999996,-4,192,2,5,0,-5,0.019999999999999962,-0.06999999999999995,-0.020000000000000018,0,-10,-0.030000000000000027,0.0,1
440,2009,1338,1462,1,4,-3,0.08999999999999997,5,101,0,4,-3,-2,0.019999999999999962,-0.010000000000000009,-0.040000000000000036,0,2,0.019999999999999962,0.010000000000000009,1
441,2009,1373,1326,9,8,1,0.10000000000000009,11,90,6,2,0,0,-0.010000000000000009,-0.039999999999999925,-0.03999999999999998,2,9,0.030000000000000027,-0.009999999999999953,1
442,2009,1393,1372,3,14,-11,0.0,16,108,5,6,4,-3,0.06,-0.020000000000000018,0.02999999999999997,4,14,0.019999999999999962,0.010000000000000009,1
443,2009,1393,1113,3,6,-3,0.010000000000000009,11,-39,9,3,4,0,0.010000000000000009,-0.09999999999999998,-0.020000000000000018,4,12,0.0,-0.010000000000000009,1
444,2009,1425,1130,10,7,3,-0.030000000000000027,-6,13,-3,-2,1,-1,0.019999999999999962,-0.05999999999999994,-0.010000000000000009,0,-7,-0.010000000000000009,0.010000000000000009,1
445,2009,1458,1199,12,5,7,-0.13,-4,44,-3,0,-5,-3,0.010000000000000009,0.0,0.02999999999999997,-7,-6,0.04999999999999999,-0.010000000000000009,1
446,2009,1462,1340,4,13,-9,0.07000000000000006,-1,153,5,-2,2,2,0.010000000000000009,-0.009999999999999898,0.020000000000000018,0,-6,-0.06,-0.019999999999999962,1
447,2009,1462,1458,4,12,-8,0.17000000000000004,8,152,7,1,5,3,0.020000000000000018,-0.039999999999999925,0.030000000000000027,3,3,-0.04999999999999999,0.010000000000000009,1
448,2010,1115,1457,16,16,0,-0.039999999999999925,2,-28,-4,2,4,4,0.02999999999999997,0.020000000000000018,0.03999999999999998,-2,3,0.009999999999999953,0.030000000000000027,1
449,2010,1124,1358,3,14,-11,0.020000000000000018,-3,103,0,-6,1,-2,0.010000000000000009,0.020000000000000018,0.010000000000000009,4,-6,-0.06,0.0,1
450,2010,1124,1330,3,11,-8,0.010000000000000009,9,-38,-1,-2,2,3,0.02999999999999997,0.08999999999999997,0.07,3,9,-0.010000000000000009,0.040000000000000036,1
451,2010,1124,1388,3,10,-7,-0.05999999999999994,-2,-61,2,-3,3,2,0.0,-0.040000000000000036,-0.019999999999999962,3,0,-0.03999999999999998,0.06,1
452,2010,1139,1431,5,12,-7,0.06999999999999995,-5,-49,-4,-2,-1,-1,-0.02999999999999997,0.07999999999999996,-0.009999999999999953,-3,-4,0.019999999999999962,0.0,1
453,2010,1139,1293,5,13,-8,0.0,-6,-160,-3,-3,-2,1,-0.04999999999999999,0.050000000000000044,-0.02999999999999997,-5,-1,0.019999999999999962,-0.030000000000000027,1
454,2010,1139,1393,5,1,4,0.0,-11,-145,-5,-7,-3,4,-0.07,0.07999999999999996,-0.04999999999999999,-7,-6,0.009999999999999953,0.0,1
455,2010,1139,1243,5,2,3,0.09999999999999998,-9,-6,-7,-2,-2,-4,0.0,0.08999999999999997,-0.019999999999999962,-3,-9,-0.010000000000000009,-0.020000000000000018,1
456,2010,1139,1277,5,5,0,0.13,-2,36,-5,-4,-2,1,-0.019999999999999962,0.06999999999999995,0.010000000000000009,0,-3,0.0,-0.010000000000000009,1
457,2010,1140,1196,7,10,-3,0.20999999999999996,11,355,0,1,-1,3,0.03999999999999998,0.09000000000000008,0.10999999999999999,3,0,-0.020000000000000018,0.020000000000000018,1
458,2010,1242,1250,1,16,-15,0.25,6,448,3,2,-1,1,0.02999999999999997,-0.020000000000000018,0.009999999999999953,6,-7,-0.03999999999999998,-0.010000000000000009,1
459,2010,1243,1317,2,15,-13,0.050000000000000044,6,221,3,3,0,4,-0.010000000000000009,-0.05999999999999994,0.02999999999999997,5,0,-0.010000000000000009,0.0,1
460,2010,1243,1140,2,7,-5,-0.06999999999999995,-3,-231,3,-1,3,5,-0.02999999999999997,-0.13,-0.06,0,4,0.010000000000000009,-0.010000000000000009,1
461,2010,1243,1462,2,6,-4,0.030000000000000027,-1,-23,-1,0,1,4,-0.019999999999999962,-0.04999999999999993,-0.010000000000000009,2,0,0.010000000000000009,0.040000000000000036,1
462,2010,1246,1190,1,16,-15,0.36,10,388,4,4,0,-3,0.04999999999999999,0.020000000000000018,0.030000000000000027,3,-1,-0.02999999999999997,-0.010000000000000009,1
463,2010,1246,1448,1,9,-8,0.2799999999999999,7,344,-2,3,-1,-4,0.03999999999999998,0.020000000000000018,0.030000000000000027,2,-3,0.0,0.030000000000000027,1
464,2010,1246,1165,1,12,-11,0.07999999999999996,4,167,8,-2,2,-2,0.0,-0.04999999999999993,-0.09999999999999998,4,1,-0.03999999999999998,-0.02999999999999997,1
465,2010,1293,1435,13,4,9,0.14,-1,245,-1,2,1,-2,0.030000000000000027,-0.030000000000000027,0.0,4,-8,-0.02999999999999997,0.0,1
466,2010,1307,1285,3,14,-11,0.19000000000000006,7,105,7,3,-1,-1,-0.03999999999999998,-0.039999999999999925,-0.030000000000000027,1,5,0.010000000000000009,-0.03999999999999998,1
467,2010,1320,1424,9,8,1,0.13,-9,8,-3,-6,-1,-5,-0.030000000000000027,0.030000000000000027,0.019999999999999962,-4,-9,0.0,0.0,1
468,2010,1320,1242,9,1,8,-0.05999999999999994,-18,-322,-8,-7,-2,-3,-0.06,0.050000000000000044,-0.06,-7,-9,0.020000000000000018,0.0,1
469,2010,1325,1207,14,3,11,-0.10999999999999999,0,-102,5,-1,-1,2,-0.07,0.020000000000000018,-0.030000000000000027,-1,3,0.0,-0.030000000000000027,1
470,2010,1330,1323,11,6,5,0.07999999999999996,-9,110,3,-1,2,0,-0.019999999999999962,-0.07999999999999996,-0.07,2,-11,-0.03999999999999998,-0.04999999999999999,1
471,2010,1388,1350,10,7,3,0.06999999999999995,9,136,2,4,0,-1,0.02999999999999997,0.07000000000000006,0.06,-2,4,0.03999999999999998,-0.019999999999999962,1
472,2010,1388,1437,10,2,8,0.05999999999999994,-4,76,-3,3,-2,-6,0.019999999999999962,0.020000000000000018,0.02999999999999997,-1,-6,0.020000000000000018,-0.06,1
473,2010,1397,1361,6,11,-5,0.020000000000000018,4,56,2,1,0,3,-0.019999999999999962,0.06000000000000005,-0.010000000000000009,-1,2,-0.019999999999999962,-0.07,1
474,2010,1397,1325,6,14,-8,0.17000000000000004,0,121,0,0,1,1,0.020000000000000018,-0.05999999999999994,-0.04999999999999999,1,-4,-0.019999999999999962,-0.010000000000000009,1
475,2010,1397,1326,6,2,4,-0.030000000000000027,-1,-156,4,0,2,4,-0.04999999999999999,-0.019999999999999907,-0.08000000000000002,0,3,-0.019999999999999962,-0.050000000000000044,1
476,2010,1437,1352,2,15,-13,0.08999999999999997,14,204,2,1,-1,1,0.020000000000000018,0.08999999999999997,0.010000000000000009,2,7,0.0,0.020000000000000018,1
477,2010,1448,1400,9,8,1,-0.06999999999999995,-9,-250,0,-3,2,1,-0.02999999999999997,0.030000000000000027,-0.03999999999999998,-1,-1,-0.020000000000000018,-0.030000000000000027,1
478,2010,1449,1266,11,6,5,0.05999999999999994,7,36,6,-1,2,4,0.0,-0.010000000000000009,-0.07999999999999996,1,5,-0.030000000000000027,-0.010000000000000009,1
479,2010,1449,1307,11,3,8,-0.15000000000000002,3,9,0,0,1,4,0.010000000000000009,0.04999999999999993,-0.03999999999999998,1,2,-0.010000000000000009,-0.020000000000000018,1
480,2010,1143,1257,8,9,-1,0.06999999999999995,1,100,-1,-1,-1,-3,0.02999999999999997,0.06000000000000005,0.02999999999999997,-3,-1,0.0,-0.020000000000000018,1
481,2010,1165,1396,12,5,7,0.010000000000000009,11,9,-5,2,2,4,0.03999999999999998,0.040000000000000036,0.09999999999999998,3,8,0.03999999999999998,0.06999999999999995,1
482,2010,1165,1458,12,4,8,0.12,8,-42,-1,4,4,2,0.03999999999999998,0.0,0.08000000000000002,1,8,0.0,0.019999999999999962,1
483,2010,1181,1115,1,16,-15,0.31999999999999995,13,562,2,1,-5,-4,0.030000000000000027,0.09999999999999998,0.08000000000000002,1,-3,-0.009999999999999953,-0.04999999999999999,1
484,2010,1181,1143,1,8,-7,0.15000000000000002,0,237,2,-1,-1,1,-0.03999999999999998,0.0,0.010000000000000009,3,-7,-0.02999999999999997,-0.03999999999999998,1
485,2010,1181,1345,1,4,-3,0.010000000000000009,6,227,4,-1,1,0,-0.010000000000000009,0.030000000000000027,0.06,0,1,0.0,-0.07999999999999996,1
486,2010,1181,1124,1,3,-2,0.07999999999999996,1,238,1,0,-3,0,-0.03999999999999998,0.030000000000000027,-0.010000000000000009,-2,-5,0.010000000000000009,-0.06,1
487,2010,1181,1452,1,2,-1,0.030000000000000027,5,250,0,-2,0,0,0.010000000000000009,0.06000000000000005,0.03999999999999998,2,-2,-0.019999999999999962,-0.04999999999999999,1
488,2010,1181,1139,1,5,-4,-0.030000000000000027,7,231,6,1,-1,0,-0.010000000000000009,0.010000000000000009,0.03999999999999998,2,1,-0.009999999999999953,-0.02999999999999997,1
489,2010,1210,1329,10,7,3,-0.04999999999999993,-2,13,3,1,4,-2,0.0,-0.06999999999999995,0.020000000000000018,4,-2,-0.03999999999999998,-0.04999999999999999,1
490,2010,1211,1199,8,9,-1,0.10000000000000009,9,41,0,0,-3,1,0.03999999999999998,0.020000000000000018,0.02999999999999997,-4,7,0.03999999999999998,0.0,1
491,2010,1268,1222,4,13,-9,0.17999999999999994,1,214,-1,4,2,-2,0.04999999999999999,0.010000000000000009,0.030000000000000027,0,-7,-0.07,-0.010000000000000009,1
492,2010,1277,1308,5,12,-7,0.08999999999999997,-6,270,2,2,2,0,0.009999999999999953,-0.019999999999999907,-0.03999999999999998,0,-15,-0.040000000000000036,-0.03999999999999998,1
493,2010,1277,1268,5,4,1,0.020000000000000018,-7,-51,-1,0,3,1,0.0,-0.039999999999999925,-0.06,-3,-5,0.019999999999999962,-0.010000000000000009,1
494,2010,1277,1320,5,9,-4,-0.13,9,-3,6,6,4,2,0.03999999999999998,-0.06999999999999995,-0.019999999999999962,2,9,0.009999999999999953,-0.010000000000000009,1
495,2010,1277,1397,5,6,-1,-0.010000000000000009,-1,-1,0,2,1,-2,0.019999999999999962,0.010000000000000009,0.020000000000000018,-2,-1,0.019999999999999962,0.030000000000000027,1
496,2010,1281,1155,10,7,3,0.009999999999999898,4,83,0,1,-1,2,-0.010000000000000009,0.06999999999999995,0.02999999999999997,1,2,-0.010000000000000009,0.020000000000000018,1
497,2010,1326,1364,2,15,-13,0.10999999999999999,7,398,0,1,-4,-3,0.06,0.009999999999999898,0.010000000000000009,2,-4,-0.010000000000000009,0.030000000000000027,1
498,2010,1326,1210,2,10,-8,0.15000000000000002,2,231,-6,1,-5,-3,0.04999999999999999,0.04999999999999993,0.020000000000000018,-2,-5,0.02999999999999997,0.030000000000000027,1
499,2010,1338,1324,3,14,-11,0.0,-7,103,-2,3,-1,0,0.010000000000000009,-0.030000000000000027,0.020000000000000018,-2,-10,-0.06,-0.030000000000000027,1
500,2010,1345,1373,4,13,-9,0.020000000000000018,-4,-10,-4,0,-2,5,-0.010000000000000009,0.05999999999999994,0.0,-1,-5,-0.02999999999999997,0.02999999999999997,1
501,2010,1345,1401,4,5,-1,0.13,0,125,-3,2,-2,0,0.010000000000000009,0.06999999999999995,-0.020000000000000018,1,-4,-0.009999999999999953,0.019999999999999962,1
502,2010,1393,1436,1,16,-15,0.14,11,254,0,7,1,-4,0.08000000000000002,-0.019999999999999907,0.07,6,2,0.0,-0.010000000000000009,1
503,2010,1393,1211,1,8,-7,0.06999999999999995,4,168,0,6,2,-4,0.030000000000000027,0.0,0.020000000000000018,6,-1,-0.009999999999999953,-0.020000000000000018,1
504,2010,1401,1429,5,12,-7,-0.08000000000000007,-2,-241,3,-4,2,2,-0.04999999999999999,-0.09999999999999998,-0.07999999999999996,2,4,0.009999999999999953,0.020000000000000018,1
505,2010,1452,1288,2,15,-13,0.06999999999999995,-4,69,-2,3,-2,-3,0.0,0.0,0.0,-1,-7,0.0,0.0,1
506,2010,1452,1281,2,10,-8,0.13,-5,-73,1,0,-2,-1,-0.010000000000000009,-0.030000000000000027,-0.02999999999999997,-6,-2,0.010000000000000009,0.020000000000000018,1
507,2010,1452,1449,2,11,-9,0.08999999999999997,-7,-22,0,1,-1,-3,-0.020000000000000018,-0.030000000000000027,0.010000000000000009,-2,-6,0.0,0.020000000000000018,1
508,2010,1452,1246,2,1,1,-0.12,-7,-172,-2,1,-3,2,-0.04999999999999999,0.019999999999999907,0.0,-5,-2,0.03999999999999998,0.010000000000000009,1
509,2010,1458,1459,4,13,-9,-0.020000000000000018,-2,114,-2,-1,-3,-1,0.0,0.05999999999999994,0.010000000000000009,0,-5,0.0,0.020000000000000018,1
510,2010,1462,1278,6,11,-5,0.13,8,49,6,-2,1,2,0.0,0.010000000000000009,-0.030000000000000027,-3,5,0.009999999999999953,-0.050000000000000044,1
511,2010,1462,1338,6,3,3,0.0,12,136,3,-1,1,1,0.019999999999999962,0.020000000000000018,0.02999999999999997,1,8,0.009999999999999953,-0.020000000000000018,1
512,2011,1155,1412,12,12,0,-0.06999999999999995,0,37,-1,-1,1,2,0.0,-0.030000000000000027,0.009999999999999953,4,-2,-0.009999999999999953,0.010000000000000009,1
513,2011,1421,1114,16,16,0,0.030000000000000027,5,129,2,3,4,-1,0.040000000000000036,0.010000000000000009,-0.07,5,1,-0.020000000000000018,0.0,1
